Identifier;State;Qubit;Uniform State;Dense State;Sparsity;Duration;Output Qubit;Output CNot Gate;Output Width;Output Depth;Preparation Method
N8hA2YGb9Iequeo5tXH1ocdX3U9srF;"[0.28867513 0.28867513 0.         0.28867513 0.28867513 0.
 0.28867513 0.         0.28867513 0.28867513 0.28867513 0.
 0.28867513 0.28867513 0.28867513 0.28867513]";4;1;0;0.25;27270.0;4;8;4;11;Low Rank
N8hA2YGb9Iequeo5tXH1ocdX3U9srF;"[0.28867513 0.28867513 0.         0.28867513 0.28867513 0.
 0.28867513 0.         0.28867513 0.28867513 0.28867513 0.
 0.28867513 0.28867513 0.28867513 0.28867513]";4;1;0;0.25;27888.0;4;8;4;11;SVD
N8hA2YGb9Iequeo5tXH1ocdX3U9srF;"[0.28867513 0.28867513 0.         0.28867513 0.28867513 0.
 0.28867513 0.         0.28867513 0.28867513 0.28867513 0.
 0.28867513 0.28867513 0.28867513 0.28867513]";4;1;0;0.25;21493.0;4;11;4;23;UCG
N8hA2YGb9Iequeo5tXH1ocdX3U9srF;"[0.28867513 0.28867513 0.         0.28867513 0.28867513 0.
 0.28867513 0.         0.28867513 0.28867513 0.28867513 0.
 0.28867513 0.28867513 0.28867513 0.28867513]";4;1;0;0.25;23795.0;11;62;11;53;BDSP
N8hA2YGb9Iequeo5tXH1ocdX3U9srF;"[0.28867513 0.28867513 0.         0.28867513 0.28867513 0.
 0.28867513 0.         0.28867513 0.28867513 0.28867513 0.
 0.28867513 0.28867513 0.28867513 0.28867513]";4;1;0;0.25;19128.0;15;88;15;62;DCSP
N8hA2YGb9Iequeo5tXH1ocdX3U9srF;"[0.28867513 0.28867513 0.         0.28867513 0.28867513 0.
 0.28867513 0.         0.28867513 0.28867513 0.28867513 0.
 0.28867513 0.28867513 0.28867513 0.28867513]";4;1;0;0.25;57408.0;4;14;4;27;Multiplexor
N8hA2YGb9Iequeo5tXH1ocdX3U9srF;"[0.28867513 0.28867513 0.         0.28867513 0.28867513 0.
 0.28867513 0.         0.28867513 0.28867513 0.28867513 0.
 0.28867513 0.28867513 0.28867513 0.28867513]";4;1;0;0.25;21865.0;4;11;4;23;Isometry
1rl5huukWWzTF95twzggVw84cyei9G;"[0.19611614 0.19611614 0.19611614 0.19611614 0.         0.
 0.19611614 0.19611614 0.19611614 0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.         0.         0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.19611614]";5;1;0;0.25;90713.0;5;20;5;35;Low Rank
1rl5huukWWzTF95twzggVw84cyei9G;"[0.19611614 0.19611614 0.19611614 0.19611614 0.         0.
 0.19611614 0.19611614 0.19611614 0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.         0.         0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.19611614]";5;1;0;0.25;62223.0;5;25;5;45;SVD
1rl5huukWWzTF95twzggVw84cyei9G;"[0.19611614 0.19611614 0.19611614 0.19611614 0.         0.
 0.19611614 0.19611614 0.19611614 0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.         0.         0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.19611614]";5;1;0;0.25;42718.0;5;26;5;53;UCG
1rl5huukWWzTF95twzggVw84cyei9G;"[0.19611614 0.19611614 0.19611614 0.19611614 0.         0.
 0.19611614 0.19611614 0.19611614 0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.         0.         0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.19611614]";5;1;0;0.25;49650.0;15;104;15;76;BDSP
1rl5huukWWzTF95twzggVw84cyei9G;"[0.19611614 0.19611614 0.19611614 0.19611614 0.         0.
 0.19611614 0.19611614 0.19611614 0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.         0.         0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.19611614]";5;1;0;0.25;31479.0;31;208;31;98;DCSP
1rl5huukWWzTF95twzggVw84cyei9G;"[0.19611614 0.19611614 0.19611614 0.19611614 0.         0.
 0.19611614 0.19611614 0.19611614 0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.         0.         0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.19611614]";5;1;0;0.25;131486.0;5;30;5;58;Multiplexor
1rl5huukWWzTF95twzggVw84cyei9G;"[0.19611614 0.19611614 0.19611614 0.19611614 0.         0.
 0.19611614 0.19611614 0.19611614 0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.         0.         0.         0.19611614 0.19611614
 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614 0.19611614
 0.19611614 0.19611614]";5;1;0;0.25;45906.0;5;26;5;53;Isometry
KnJgMUus1GN1gkzuq4G2CKJRED98tK;"[0.         0.13483997 0.13483997 0.13483997 0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.         0.
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.         0.13483997 0.         0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.         0.13483997 0.13483997
 0.13483997 0.13483997 0.         0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997]";6;1;0;0.25;107634.0;6;47;6;55;Low Rank
KnJgMUus1GN1gkzuq4G2CKJRED98tK;"[0.         0.13483997 0.13483997 0.13483997 0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.         0.
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.         0.13483997 0.         0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.         0.13483997 0.13483997
 0.13483997 0.13483997 0.         0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997]";6;1;0;0.25;93817.0;6;47;6;55;SVD
KnJgMUus1GN1gkzuq4G2CKJRED98tK;"[0.         0.13483997 0.13483997 0.13483997 0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.         0.
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.         0.13483997 0.         0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.         0.13483997 0.13483997
 0.13483997 0.13483997 0.         0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997]";6;1;0;0.25;121245.0;6;57;6;115;UCG
KnJgMUus1GN1gkzuq4G2CKJRED98tK;"[0.         0.13483997 0.13483997 0.13483997 0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.         0.
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.         0.13483997 0.         0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.         0.13483997 0.13483997
 0.13483997 0.13483997 0.         0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997]";6;1;0;0.25;154190.0;31;248;31;120;BDSP
KnJgMUus1GN1gkzuq4G2CKJRED98tK;"[0.         0.13483997 0.13483997 0.13483997 0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.         0.
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.         0.13483997 0.         0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.         0.13483997 0.13483997
 0.13483997 0.13483997 0.         0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997]";6;1;0;0.25;69172.0;63;448;63;142;DCSP
KnJgMUus1GN1gkzuq4G2CKJRED98tK;"[0.         0.13483997 0.13483997 0.13483997 0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.         0.
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.         0.13483997 0.         0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.         0.13483997 0.13483997
 0.13483997 0.13483997 0.         0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997]";6;1;0;0.25;552250.0;6;62;6;121;Multiplexor
KnJgMUus1GN1gkzuq4G2CKJRED98tK;"[0.         0.13483997 0.13483997 0.13483997 0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.         0.
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.         0.13483997 0.         0.         0.13483997
 0.13483997 0.13483997 0.13483997 0.         0.13483997 0.13483997
 0.13483997 0.13483997 0.         0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997 0.13483997
 0.13483997 0.13483997 0.13483997 0.13483997]";6;1;0;0.25;291743.0;6;57;6;115;Isometry
feF4mKe4jVZcSMcnfYK9LOgRnZZGRS;"[0.09284767 0.09284767 0.         0.09284767 0.09284767 0.09284767
 0.09284767 0.         0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.         0.
 0.09284767 0.09284767 0.         0.09284767 0.         0.
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.         0.         0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767]";7;1;0;0.25;296308.0;7;99;7;178;Low Rank
feF4mKe4jVZcSMcnfYK9LOgRnZZGRS;"[0.09284767 0.09284767 0.         0.09284767 0.09284767 0.09284767
 0.09284767 0.         0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.         0.
 0.09284767 0.09284767 0.         0.09284767 0.         0.
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.         0.         0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767]";7;1;0;0.25;362231.0;7;127;7;234;SVD
feF4mKe4jVZcSMcnfYK9LOgRnZZGRS;"[0.09284767 0.09284767 0.         0.09284767 0.09284767 0.09284767
 0.09284767 0.         0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.         0.
 0.09284767 0.09284767 0.         0.09284767 0.         0.
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.         0.         0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767]";7;1;0;0.25;332366.0;7;120;7;241;UCG
feF4mKe4jVZcSMcnfYK9LOgRnZZGRS;"[0.09284767 0.09284767 0.         0.09284767 0.09284767 0.09284767
 0.09284767 0.         0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.         0.
 0.09284767 0.09284767 0.         0.09284767 0.         0.
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.         0.         0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767]";7;1;0;0.25;333547.0;39;368;39;159;BDSP
feF4mKe4jVZcSMcnfYK9LOgRnZZGRS;"[0.09284767 0.09284767 0.         0.09284767 0.09284767 0.09284767
 0.09284767 0.         0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.         0.
 0.09284767 0.09284767 0.         0.09284767 0.         0.
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.         0.         0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767]";7;1;0;0.25;75216.0;127;952;127;194;DCSP
feF4mKe4jVZcSMcnfYK9LOgRnZZGRS;"[0.09284767 0.09284767 0.         0.09284767 0.09284767 0.09284767
 0.09284767 0.         0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.         0.
 0.09284767 0.09284767 0.         0.09284767 0.         0.
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.         0.         0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767]";7;1;0;0.25;1066299.0;7;126;7;248;Multiplexor
feF4mKe4jVZcSMcnfYK9LOgRnZZGRS;"[0.09284767 0.09284767 0.         0.09284767 0.09284767 0.09284767
 0.09284767 0.         0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.         0.
 0.09284767 0.09284767 0.         0.09284767 0.         0.
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.         0.         0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.         0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767 0.09284767
 0.09284767 0.09284767]";7;1;0;0.25;177996.0;7;120;7;241;Isometry
